AcresBurned,Active,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,Counties,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
257314,FALSE,,2013,TRUE,/incidents/2013/8/17/rim-fire/,Tuolumne,,,,2013-09-06T18:30:00Z,,FALSE,TRUE,,,,37.857,-120.086,FALSE,Rim Fire,100,,TRUE,2013-08-17T15:25:00Z,Finalized,,,,,5fb18d4d-213f-4d83-a179-daaf11939e78,2013-09-06T18:30:00Z,
30274,FALSE,,2013,TRUE,/incidents/2013/5/30/powerhouse-fire/,Los Angeles,,,,2013-06-08T18:30:00Z,,FALSE,TRUE,,,,34.585595,-118.423176,FALSE,Powerhouse Fire,100,,TRUE,2013-05-30T15:28:00Z,Finalized,,,,,bf37805e-1cc2-4208-9972-753e47874c87,2013-06-08T18:30:00Z,
27531,FALSE,,2013,TRUE,/incidents/2013/7/15/mountain-fire/,Riverside,,,,2013-07-30T18:00:00Z,,FALSE,TRUE,,,,33.7095,-116.72885,FALSE,Mountain Fire,100,,TRUE,2013-07-15T13:43:00Z,Finalized,,,,,a3149fec-4d48-427c-8b2c-59e8b79d59db,2013-07-30T18:00:00Z,
27440,FALSE,,2013,FALSE,/incidents/2013/8/10/american-fire/,Placer,,,,2013-08-30T08:00:00Z,,FALSE,TRUE,,,,39.12,-120.65,FALSE,American Fire,100,,TRUE,2013-08-10T16:30:00Z,Finalized,,,,,8213f5c7-34fa-403b-a4bc-da2ace6e6625,2013-08-30T08:00:00Z,
24251,FALSE,,2013,TRUE,/incidents/2013/5/2/springs-fire/,Ventura,47,8,117,2013-05-11T06:30:00Z,,FALSE,TRUE,,11,10,0,0,TRUE,Springs Fire,100,2167,TRUE,2013-05-02T07:01:00Z,Finalized,6,10,,,46731fb8-3350-4920-bdf7-910ac0eb715c,2013-05-11T06:30:00Z,11
22992,FALSE,,2013,FALSE,/incidents/2013/7/22/aspen-fire/,Fresno,,,,2013-09-24T20:15:00Z,,FALSE,TRUE,,,,37.279,-119.318,FALSE,Aspen Fire,100,,TRUE,2013-07-22T22:15:00Z,Finalized,,,,,bee8c339-4f26-4b78-a5b4-a8a0ebdb8786,2013-09-24T20:15:00Z,
20292,FALSE,,2013,TRUE,/incidents/2013/8/7/silver-fire/,Riverside,63,20,201,2013-08-12T18:00:00Z,,FALSE,TRUE,,20,26,33.86157,-116.90427,TRUE,Silver Fire,100,2106,TRUE,2013-08-07T14:05:00Z,Finalized,8,40,,,c400203b-a7fd-4bd8-803a-f3c74bc32a2b,2013-08-12T18:00:00Z,20
14754,FALSE,,2013,FALSE,/incidents/2013/7/31/salmon-river-complex/,Siskiyou,,,,2013-08-31T06:45:00Z,,FALSE,TRUE,,,,41.32,-123.176,FALSE,Salmon River Complex,100,,TRUE,2013-07-31T22:00:00Z,Finalized,,,,,ba76c009-09c9-497c-b923-1ac8cf05c20d,2013-08-31T06:45:00Z,
12503,FALSE,,2013,FALSE,/incidents/2013/8/10/corral-complex/,Humboldt,,,,2013-08-12T12:00:00Z,,FALSE,TRUE,,,,41.035,-123.488,FALSE,Corral Complex,100,,TRUE,2013-08-10T11:40:00Z,Finalized,,,,,f3dcbca8-f8ed-46d0-8f6e-9c7fc2fb03e6,2013-08-12T12:00:00Z,
11429,FALSE,,2013,TRUE,/incidents/2013/8/23/deer-fire/,Tehama,30,3,36,2013-08-29T16:45:00Z,,FALSE,TRUE,,5,5,40.04263,-121.85397,TRUE,Deer Fire,100,898,TRUE,2013-08-23T14:15:00Z,Finalized,,,,,956dbcf6-db40-4b61-b235-4ede14738f1e,2013-08-29T16:45:00Z,8
8073,FALSE,,2013,TRUE,/incidents/2013/9/9/clover-fire/,Shasta,12,3,30,2013-09-15T07:30:00Z,,FALSE,TRUE,,,6,40.498332,-122.535496,TRUE,Clover Fire,100,342,TRUE,2013-09-09T12:32:00Z,Finalized,10,201,,,92af9783-eda9-4186-afe9-447f61a92636,2013-09-15T07:30:00Z,
7055,FALSE,,2013,TRUE,/incidents/2013/7/6/chariot-fire/,San Diego,56,24,183,2013-07-15T06:15:00Z,,FALSE,TRUE,,9,12,32.95435,-116.47381,TRUE,Chariot Fire,100,2147,TRUE,2013-07-06T12:55:00Z,Finalized,9,149,,,ee19b2ec-a96a-4738-994e-fb3ea016e053,2013-07-15T06:15:00Z,24
6965,FALSE,,2013,TRUE,/incidents/2013/5/1/panther-fire/,Tehama,53,22,131,2013-05-09T09:00:00Z,,FALSE,TRUE,,6,6,40.190062,-121.595555,TRUE,Panther Fire,100,1811,TRUE,2013-05-01T09:12:00Z,Finalized,,,,,53122f0f-fefc-4dbf-b2d8-566b42ced66d,2013-05-09T09:00:00Z,40
4346,FALSE,,2013,TRUE,/incidents/2013/5/15/grand-fire/,Kern,29,1,34,2013-05-21T19:45:00Z,,FALSE,TRUE,,1,4,34.7861,-118.9411,TRUE,Grand Fire,100,847,TRUE,2013-05-15T12:50:00Z,Finalized,,,,,e0d038e9-0926-4c05-8317-ec7075a04b12,2013-05-21T19:45:00Z,12
4346,FALSE,,2013,TRUE,/incidents/2013/5/15/grand-fire/,Ventura,29,1,34,2013-05-21T19:45:00Z,,FALSE,TRUE,,1,4,34.7861,-118.9411,TRUE,Grand Fire,100,847,TRUE,2013-05-15T12:50:00Z,Finalized,,,,,e0d038e9-0926-4c05-8317-ec7075a04b12,2013-05-21T19:45:00Z,12
3505,FALSE,,2013,TRUE,/incidents/2013/11/22/mccabe-fire/,Sonoma,8,,5,2013-11-27T18:15:00Z,,FALSE,TRUE,,,6,38.8167,-122.8498,TRUE,McCabe Fire,100,188,TRUE,2013-11-22T02:04:00Z,Finalized,,1,,,b4bc1480-cbb8-4ef2-8d5f-88a496d21d10,2013-11-27T18:15:00Z,
3166,FALSE,,2013,TRUE,/incidents/2013/5/1/summit-fire/,Riverside,36,5,62,2013-05-04T18:30:00Z,,FALSE,TRUE,,5,2,34.288877,-116.941311,TRUE,Summit Fire,100,726,TRUE,2013-05-01T12:38:00Z,Finalized,,1,,,a1b14be5-a8cf-4e40-8588-96becf4c5879,2013-05-04T18:30:00Z,7
3111,FALSE,,2013,TRUE,/incidents/2013/9/8/morgan-fire/,Contra Costa,8,5,3,2013-09-14T17:30:00Z,,FALSE,TRUE,,,,37.90757,-121.882582,TRUE,Morgan Fire,100,231,TRUE,2013-09-08T13:08:00Z,Finalized,,,,,e33b2d80-7fec-4470-9e79-440d349b0d95,2013-09-14T17:30:00Z,4
2781,FALSE,25,2013,TRUE,/incidents/2013/5/23/san-felipe-fire/,San Diego,33,25,73,2013-05-26T17:45:00Z,,FALSE,TRUE,,25,5,33.12111,-116.52579,TRUE,San Felipe Fire,100,911,TRUE,2013-05-23T12:20:00Z,Finalized,,,,,859479e3-918c-42c6-bb74-5fdc17930a16,2013-05-26T17:45:00Z,26
2462,FALSE,,2013,TRUE,/incidents/2013/8/16/swedes-fire/,Butte,33,28,95,2013-08-22T18:00:00Z,,FALSE,TRUE,,20,5,39.446268,-121.38236,TRUE,Swedes Fire,100,1484,TRUE,2013-08-16T16:37:00Z,Finalized,,7,,,0758e1c0-95ea-47e7-b5c1-5f3ea96bc664,2013-08-22T18:00:00Z,25
2236,FALSE,,2013,FALSE,/incidents/2013/10/5/deluz-fire/,San Diego,,,,2013-10-09T19:00:00Z,,FALSE,TRUE,,,,33.341,-117.3092,FALSE,DeLuz Fire,100,,TRUE,2013-10-05T12:45:00Z,Finalized,,,,,9fb847ce-44c7-4a11-a733-a6cc82838671,2013-10-09T19:00:00Z,
2060,FALSE,,2013,FALSE,/incidents/2013/8/24/fish-fire/,Tulare,,,,2013-09-24T20:15:00Z,,FALSE,TRUE,,,,36.208,-118.444,FALSE,Fish Fire,100,,TRUE,2013-08-24T14:31:00Z,Finalized,,,,,a4de6058-c68c-4924-bfb5-dc8ecc3b54c0,2013-09-24T20:15:00Z,
1984,FALSE,,2013,FALSE,/incidents/2013/5/27/white-fire/,Santa Barbara,,,,2013-05-30T19:30:00Z,,FALSE,TRUE,,,,34.55048,-119.82429,FALSE,White Fire,100,,TRUE,2013-05-27T14:45:00Z,Finalized,,,,,abc61995-8bea-4be1-aa49-ee378ab3baaa,2013-05-30T19:30:00Z,
1708,FALSE,,2013,TRUE,/incidents/2013/6/16/carstens-fire/,Mariposa,2,,,2013-06-26T11:15:00Z,,FALSE,TRUE,,,1,37.58202,-119.91071,TRUE,Carstens Fire,100,112,TRUE,2013-06-16T14:12:00Z,Finalized,,,,,bb2eb175-43a3-4a5c-bff6-e3669e52c1d1,2013-06-26T11:15:00Z,4
1383,FALSE,,2013,TRUE,/incidents/2013/8/5/falls-fire/,Riverside,,,,2013-08-09T18:45:00Z,,FALSE,TRUE,,,,33.62236,-117.40288,FALSE,Falls Fire,100,,TRUE,2013-08-05T10:10:00Z,Finalized,,,,,4867ac70-663e-48f4-b9ae-ca0a486234ca,2013-08-09T18:45:00Z,
1271,FALSE,27,2013,TRUE,/incidents/2013/5/26/general-fire/,San Diego,54,27,42,2013-05-31T06:15:00Z,,FALSE,TRUE,,27,6,33.04458,-116.5209,TRUE,General Fire,100,1217,TRUE,2013-05-26T12:04:00Z,Finalized,,,,,07a5397c-a665-4f84-9a82-5f689cb2c8f3,2013-05-31T06:15:00Z,27
1070,FALSE,,2013,FALSE,/incidents/2013/8/5/power-fire/,Tuolumne,,,,2013-08-14T08:30:00Z,,FALSE,TRUE,,,,38.25108,-120.02778,FALSE,Power Fire,100,,TRUE,2013-08-05T06:00:00Z,Finalized,,,,,1e8441c2-f426-40b4-9f4f-3de9f7e232b9,2013-08-14T08:30:00Z,
917,FALSE,,2013,FALSE,/incidents/2013/12/16/pfeiffer-fire/,Monterey,,,,2013-12-20T20:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Pfeiffer Fire,100,,TRUE,2013-12-16T00:20:00Z,Finalized,,,,,0681ea77-2e43-43c4-9ae9-34fb168c0c03,2013-12-20T20:00:00Z,
794,FALSE,,2013,FALSE,/incidents/2013/8/18/shirley-fire/,Kern,,,,2013-08-24T13:45:00Z,,FALSE,TRUE,,,,35.707,-118.588,FALSE,Shirley Fire,100,,TRUE,2013-08-18T23:12:00Z,Finalized,,,,,5421868e-52ba-4737-8169-325e0aa040e4,2013-08-24T13:45:00Z,
712,FALSE,,2013,TRUE,/incidents/2013/7/19/rancho-fire/,Kern,20,20,37,2013-07-22T18:45:00Z,,FALSE,TRUE,,20,5,34.882,-118.9194,TRUE,Rancho Fire,100,502,TRUE,2013-07-19T12:00:00Z,Finalized,,,,,591a56a5-e9c0-45a0-96bd-34098588c39b,2013-07-22T18:45:00Z,20
712,FALSE,,2013,TRUE,/incidents/2013/5/17/lake-fire/,Los Angeles,,,,2013-05-18T19:00:00Z,,FALSE,TRUE,,,,34.49149,-118.610044,FALSE,Lake Fire,100,,TRUE,2013-05-17T13:23:00Z,Finalized,,,,,39af7eac-c188-411f-8c8a-d165c5fca4a9,2013-05-18T19:00:00Z,
612,FALSE,,2013,TRUE,/incidents/2013/7/23/water-fire/,Kern,,,,2013-07-25T18:30:00Z,,FALSE,TRUE,,,,34.90327,-118.93388,FALSE,Water Fire,100,,TRUE,2013-07-23T09:15:00Z,Finalized,,,,,86faecab-ed3a-4fce-95cf-89433a825c72,2013-07-25T18:30:00Z,
572,FALSE,,2013,FALSE,/incidents/2013/7/8/kyburz-fire/,El Dorado,,,,2013-07-11T18:30:00Z,,FALSE,TRUE,,,,38.774,-120.298,FALSE,Kyburz Fire,100,,TRUE,2013-07-08T12:45:00Z,Finalized,,,,,d778a3f0-2d23-43c1-b9bc-1ea33898fab2,2013-07-11T18:30:00Z,
534,FALSE,,2013,TRUE,/incidents/2013/6/28/mills-fire/,San Bernardino,29,29,29,2013-07-01T06:00:00Z,,FALSE,TRUE,,29,,34.071556,-117.048397,TRUE,Mills Fire,100,282,TRUE,2013-06-28T14:30:00Z,Finalized,1,0,,,6011819c-19ac-46c2-aa48-0ee8be0e48c0,2013-07-01T06:00:00Z,29
513,FALSE,,2013,FALSE,/incidents/2013/8/18/plumas-lightning-complex-hough/,Plumas,,,,2013-08-25T13:15:00Z,,FALSE,TRUE,,,,40.00842,-120.764666,FALSE,Plumas Lightning Complex (Hough),100,,TRUE,2013-08-18T18:30:00Z,Finalized,,,,,5015b3c2-2bae-4cce-9bf8-f1b25b0ce1e6,2013-08-25T13:15:00Z,
510,FALSE,,2013,TRUE,/incidents/2013/5/4/gorgonio-fire/,Riverside,,,,2013-05-05T18:45:00Z,,FALSE,TRUE,,,,33.894055,-116.855019,FALSE,Gorgonio Fire,100,,TRUE,2013-05-04T11:43:00Z,Finalized,,,,,958ce6d2-97f9-4848-8620-d14ab87f329d,2013-05-05T18:45:00Z,
502,FALSE,,2013,TRUE,/incidents/2013/7/3/fox-fire-formally-3-7-fire/,Modoc,,,,2013-07-05T18:30:00Z,,FALSE,TRUE,,,,41.2415,-121.035,FALSE,Fox Fire (formally 3-7 Fire),100,,TRUE,2013-07-03T22:56:00Z,Finalized,,,,,8b51033d-abc6-4ea4-8983-990ad4e1c45e,2013-07-05T18:30:00Z,
500,FALSE,,2013,FALSE,/incidents/2013/6/1/branch-fire/,San Luis Obispo,,,,2013-06-03T18:30:00Z,,FALSE,TRUE,,,,35.15832,-120.05131,FALSE,Branch Fire,100,,TRUE,2013-06-01T17:27:00Z,Finalized,,,,,213dc89e-9f29-4480-91a6-aec5fb694999,2013-06-03T18:30:00Z,
492,FALSE,,2013,TRUE,/incidents/2013/7/1/kirker-fire/,Contra Costa,,,,2013-07-01T18:40:00Z,,FALSE,TRUE,,,,37.96866,-121.91453,FALSE,Kirker Fire,100,,TRUE,2013-07-01T13:19:00Z,Finalized,,,,,522114fe-ada8-49a9-9bb2-5891103ff0ca,2013-07-01T18:40:00Z,
482,FALSE,,2013,TRUE,/incidents/2013/6/16/rolling-fire/,Madera,,,,2013-06-18T19:30:00Z,,FALSE,TRUE,,,,37.015575,-119.78106,TRUE,Rolling Fire,100,,TRUE,2013-06-16T18:17:00Z,Finalized,,1,,,05d0fed7-8502-4a6f-9c5c-b9cee0e75408,2013-06-18T19:30:00Z,
413,FALSE,,2013,FALSE,/incidents/2013/8/20/gobblers-fire/,San Bernardino,,,,2013-08-20T13:32:00Z,,FALSE,TRUE,,,,34.302,-117.598,FALSE,Gobblers Fire,100,,TRUE,2013-08-20T13:32:00Z,Finalized,,,,,b202bd85-c5ef-4bdf-8270-d556f95c3742,2013-08-20T13:32:00Z,
406,FALSE,,2013,TRUE,/incidents/2013/2/24/river-fire/,Inyo,25,25,25,2013-02-28T20:00:00Z,,FALSE,TRUE,,,2,36.602575,-118.01651,TRUE,River Fire,100,476,TRUE,2013-02-24T08:16:00Z,Finalized,,0,,0,094719ba-a47b-4abb-9ec5-a506b2b9fd23,2013-02-28T20:00:00Z,25
376,FALSE,,2013,TRUE,/incidents/2013/10/3/putah-fire/,Napa,,,1,2013-10-04T16:55:00Z,,FALSE,TRUE,,,,38.628,-122.289,TRUE,Putah Fire,100,4,TRUE,2013-10-03T20:33:00Z,Finalized,,,,,1f94fce5-49a5-4220-bc99-f003ab4d3e60,2013-10-04T16:55:00Z,
354,FALSE,,2013,TRUE,/incidents/2013/5/3/tres-pinos-fire/,San Benito,,,,2013-05-03T18:45:00Z,,FALSE,TRUE,,,,37.160346,-120.937494,FALSE,Tres Pinos Fire,100,,TRUE,2013-05-03T11:42:00Z,Finalized,,,,,ca68f3c4-4906-4952-b794-4531d7da8369,2013-05-03T18:45:00Z,
311,FALSE,,2013,TRUE,/incidents/2013/2/28/jurupa-fire/,Riverside,,,,2013-03-02T19:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Jurupa Fire,100,,TRUE,2013-02-28T16:43:00Z,Finalized,,,,,99cb21da-9639-4300-9a97-1cadc993189f,2013-03-02T19:00:00Z,
305,FALSE,,2013,TRUE,/incidents/2013/10/4/summit-fire/,Butte,4,1,15,2013-10-05T22:00:00Z,,FALSE,TRUE,,1,,39.439,-121.497,TRUE,Summit Fire,100,259,TRUE,2013-10-04T17:37:00Z,Finalized,,4,,,d922e7c8-814a-412b-a40b-53072d0983ea,2013-10-05T22:00:00Z,3
303,FALSE,,2013,TRUE,/incidents/2013/5/30/shelton-fire/,San Joaquin,,,,2013-05-30T13:25:00Z,,FALSE,TRUE,,,,38.04993,-120.90325,FALSE,Shelton Fire,100,,TRUE,2013-05-30T11:20:00Z,Finalized,,,,,0b51d59b-457d-4a62-b066-55c2b8d400e2,2013-05-30T13:25:00Z,
298,FALSE,4,2013,TRUE,/incidents/2013/6/3/lone-fire/,Butte,3,3,26,2013-06-03T20:00:00Z,,FALSE,TRUE,,2,,39.434183,-121.576804,TRUE,Lone Fire,100,,TRUE,2013-06-03T13:49:00Z,Finalized,,9,,,1a5192f1-bc99-4130-8683-381e0534b76a,2013-06-03T20:00:00Z,4
296,FALSE,,2013,TRUE,/incidents/2013/1/22/becks-fire/,Lake,,,,2013-01-23T10:15:00Z,,FALSE,TRUE,,,,0,0,FALSE,Becks Fire,100,,TRUE,2013-01-22T11:08:00Z,Finalized,,,,,7a4a3552-3bea-4428-984c-e2edef13980f,2013-01-23T10:15:00Z,
274,FALSE,,2013,TRUE,/incidents/2013/7/1/concord-fire/,Contra Costa,,,,2013-07-01T18:30:00Z,,FALSE,TRUE,,,,39.90465,-121.74367,FALSE,Concord Fire,100,,TRUE,2013-07-01T15:41:00Z,Finalized,,,,,95399a9c-8b3e-4413-9f56-5ed57d3d81b3,2013-07-01T18:30:00Z,
274,FALSE,,2013,TRUE,/incidents/2013/4/30/gold-fire/,Madera,,,,2013-05-01T07:00:00Z,,FALSE,TRUE,,,,37.116295,-119.635004,FALSE,Gold Fire,100,,TRUE,2013-04-30T12:59:00Z,Finalized,,,,,357ffc13-bef9-48eb-810f-c5de851972eb,2013-05-01T07:00:00Z,
268,FALSE,,2013,FALSE,/incidents/2013/9/23/madre-fire/,Los Angeles,,,,2013-09-28T08:00:00Z,,FALSE,TRUE,,,,34.149,-117.908,FALSE,Madre Fire,100,,TRUE,2013-09-23T18:00:00Z,Finalized,,,,,eb5a3f2a-0c25-417a-af78-bb0d643247c7,2013-09-28T08:00:00Z,
263,FALSE,2,2013,TRUE,/incidents/2013/9/9/lyon-fire/,San Diego,4,,15,2013-09-12T18:15:00Z,,FALSE,TRUE,,1,2,32.710918,-116.746023,TRUE,Lyon Fire,100,294,TRUE,2013-09-09T13:09:00Z,Finalized,,,,176,f6f6fefa-ac4e-466f-815e-492416e37b98,2013-09-12T18:15:00Z,4
243,FALSE,,2013,FALSE,/incidents/2013/8/8/sharp-fire/,San Bernardino,,,,2013-08-13T23:45:00Z,,FALSE,TRUE,,,,34.35,-117.62,FALSE,Sharp Fire,100,,TRUE,2013-08-08T12:15:00Z,Finalized,,,,,62eabea3-40be-497d-94e4-150f011b925f,2013-08-13T23:45:00Z,
240,FALSE,,2013,TRUE,/incidents/2013/6/8/vasco-fire/,Alameda,,,,2013-06-08T13:25:00Z,,FALSE,TRUE,,,,37.775057,-121.737213,FALSE,Vasco Fire,100,,TRUE,2013-06-08T10:16:00Z,Finalized,,,,,2ad509e4-99f1-4e1a-81eb-839f772f9c45,2013-06-08T13:25:00Z,
237,FALSE,,2013,TRUE,/incidents/2013/6/13/pfe-fire/,Placer,,,,2013-06-13T14:15:00Z,,FALSE,TRUE,,,,38.729297,-121.380862,FALSE,PFE Fire,100,,TRUE,2013-06-13T11:28:00Z,Finalized,,,,,fe47b1c2-b9c0-44be-8d10-f270056db35c,2013-06-13T14:15:00Z,
226,FALSE,,2013,FALSE,/incidents/2013/6/12/daves-fire/,Glenn,,,,2013-06-17T09:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Daves Fire,100,,TRUE,2013-06-12T15:17:00Z,Finalized,,,,,f3a3c56c-d2fc-49df-b0e2-ab36356b17d4,2013-06-17T09:00:00Z,
217,FALSE,,2013,TRUE,/incidents/2013/5/1/306-fire/,Glenn,11,5,6,2013-05-05T18:00:00Z,,FALSE,TRUE,,5,,39.514139,-122.560862,TRUE,306 Fire,100,221,TRUE,2013-05-01T19:00:00Z,Finalized,,,,,5649e78d-7c26-4698-89a0-b0fa9a35cf78,2013-05-05T18:00:00Z,5
213,FALSE,,2013,FALSE,/incidents/2013/7/17/tassajara-fire/,Monterey,,,,2013-07-17T19:30:00Z,,FALSE,TRUE,,,,0,0,FALSE,Tassajara Fire,100,,TRUE,2013-07-17T13:23:00Z,Finalized,,,,,0d38ff45-833e-488a-881f-30f24678c49c,2013-07-17T19:30:00Z,
200,FALSE,,2013,FALSE,/incidents/2013/9/24/sierra-fire/,San Bernardino,,,,2013-09-30T08:30:00Z,,FALSE,TRUE,,,,34.2,-117.417,FALSE,Sierra Fire,100,,TRUE,2013-09-24T15:51:00Z,Finalized,,,,,f7358513-329f-4dba-8980-4cd3a19b469a,2013-09-30T08:30:00Z,
200,FALSE,,2013,TRUE,/incidents/2013/7/4/vina-fire/,Tehama,,,,2013-07-04T10:30:00Z,,FALSE,TRUE,,,,40.012398,-122.079871,FALSE,Vina Fire,100,,TRUE,2013-07-04T07:30:00Z,Finalized,,,,,c94959d7-eb88-4724-8feb-ba0662afca10,2013-07-04T10:30:00Z,
196,FALSE,,2013,TRUE,/incidents/2013/8/19/burney-lightning-series-warner-fire/,Shasta,24,24,31,2013-08-23T19:15:00Z,,FALSE,TRUE,,24,,40.5445,-121.3754,TRUE,Burney Lightning Series (Warner Fire),100,347,TRUE,2013-08-19T17:48:00Z,Finalized,,,,,f21a41c6-0905-4531-9bdf-2456d0051eed,2013-08-23T19:15:00Z,24
195,FALSE,,2013,TRUE,/incidents/2013/7/19/paskenta-fire/,Tehama,,,,2013-07-19T15:00:00Z,,FALSE,TRUE,,,,39.961309,-122.330879,FALSE,Paskenta Fire,100,,TRUE,2013-07-19T13:32:00Z,Finalized,,,,,4423899b-6197-4ef5-9f73-bca1763f17e6,2013-07-19T15:00:00Z,
190,FALSE,,2013,TRUE,/incidents/2013/11/21/silverado-fire/,Napa,6,,15,2013-11-23T18:30:00Z,,FALSE,TRUE,,,,38.382,-122.311,TRUE,Silverado Fire,100,150,TRUE,2013-11-21T21:39:00Z,Finalized,,1,,,79d476e5-0b4d-48e2-a105-2bba5c1140e9,2013-11-23T18:30:00Z,3
170,FALSE,,2013,TRUE,/incidents/2013/5/28/olive-fire/,Santa Barbara,,,,2013-05-29T10:30:00Z,,FALSE,TRUE,,,,34.611824,-120.074655,FALSE,Olive Fire,100,,TRUE,2013-05-28T15:24:00Z,Finalized,,,,,cb5f34a0-177e-445d-9349-dd94063a01d0,2013-05-29T10:30:00Z,
163,FALSE,,2013,TRUE,/incidents/2013/11/4/capay-fire/,Yolo,,,,2013-11-04T15:35:00Z,,FALSE,TRUE,,,,38.67479,-122.08725,FALSE,Capay Fire,100,,TRUE,2013-11-04T11:41:00Z,Finalized,,,,,0aa08938-eaab-4a60-8891-946197328f94,2013-11-04T15:35:00Z,
163,FALSE,,2013,TRUE,/incidents/2013/7/19/50-fire/,El Dorado,,,,2013-07-19T17:15:00Z,,FALSE,TRUE,,,,38.63987,-121.08438,FALSE,50 Fire,100,,TRUE,2013-07-19T14:12:00Z,Finalized,,,,,4630e9ce-88ec-4159-9bc9-25ff5f8216cc,2013-07-19T17:15:00Z,
163,FALSE,,2013,TRUE,/incidents/2013/7/19/50-fire/,Sacramento,,,,2013-07-19T17:15:00Z,,FALSE,TRUE,,,,38.63987,-121.08438,FALSE,50 Fire,100,,TRUE,2013-07-19T14:12:00Z,Finalized,,,,,4630e9ce-88ec-4159-9bc9-25ff5f8216cc,2013-07-19T17:15:00Z,
159,FALSE,,2013,TRUE,/incidents/2013/10/4/crane-fire/,Sonoma,,,,2013-10-05T07:45:00Z,,FALSE,TRUE,,,,38.34599,-122.6503,FALSE,Crane Fire,100,,TRUE,2013-10-04T12:25:00Z,Finalized,,,,,1460f2d9-853b-4901-bed3-ac196e00bb3a,2013-10-05T07:45:00Z,
158,FALSE,,2013,TRUE,/incidents/2013/7/26/lakeville-fire/,Sonoma,,,,2013-07-26T17:45:00Z,,FALSE,TRUE,,,,38.17693,-122.51253,FALSE,Lakeville Fire,100,,TRUE,2013-07-26T13:45:00Z,Finalized,,,,,c9b5d1ff-c042-4b39-8bac-b10fb6fc6c13,2013-07-26T17:45:00Z,
150,FALSE,,2013,TRUE,/incidents/2013/10/4/highland-fire/,Alameda,,,,2013-10-04T10:30:00Z,,FALSE,TRUE,,,,0,0,FALSE,Highland Fire,100,,TRUE,2013-10-04T07:35:00Z,Finalized,,,,,6a48000a-6198-46dd-9a91-0b0159183145,2013-10-04T10:30:00Z,
150,FALSE,,2013,TRUE,/incidents/2013/7/16/redlands-fire/,Riverside,,,,2013-07-17T07:45:00Z,,FALSE,TRUE,,,,33.990128,-117.164997,FALSE,Redlands Fire,100,,TRUE,2013-07-16T17:48:00Z,Finalized,,,,,d48a839f-d8da-44d7-9b35-b9f61aa28c61,2013-07-17T07:45:00Z,
150,FALSE,,2013,TRUE,/incidents/2013/7/12/diablo-fire/,Stanislaus,,,,2013-07-13T21:45:00Z,,FALSE,TRUE,,,,37.436,-121.1955,FALSE,Diablo Fire,100,,TRUE,2013-07-12T15:35:00Z,Finalized,,,,,873074c8-4b6d-417b-a78c-1d1430027805,2013-07-13T21:45:00Z,
150,FALSE,,2013,TRUE,/incidents/2013/6/25/george-fire/,Fresno,,,,2013-06-25T17:15:00Z,,FALSE,TRUE,,,,36.7218,-119.2248,FALSE,George Fire,100,,TRUE,2013-06-25T13:36:00Z,Finalized,,,,,23ec2f69-da30-4983-80c2-1f04bfea6f9a,2013-06-25T17:15:00Z,
150,FALSE,,2013,TRUE,/incidents/2013/5/22/neal-fire/,Butte,,2,17,2013-05-22T09:30:00Z,,FALSE,TRUE,,,,0,0,TRUE,Neal Fire,100,60,TRUE,2013-05-22T00:56:00Z,Finalized,,,,,28ffc826-6789-429c-9801-f3a02dbb320a,2013-05-22T09:30:00Z,4
149,FALSE,,2013,TRUE,/incidents/2013/5/28/magic-fire/,Los Angeles,,,,2013-05-29T15:30:00Z,,FALSE,TRUE,,,,34.419284,-118.58688,FALSE,Magic Fire,100,,TRUE,2013-05-28T11:30:00Z,Finalized,,,,,794412f2-1ba2-4217-ac38-49272a96fb6f,2013-05-29T15:30:00Z,
134,FALSE,,2013,FALSE,/incidents/2013/9/8/angora-fire/,Tulare,,,,2013-09-24T20:15:00Z,,FALSE,TRUE,,,,36.258,-118.459,FALSE,Angora Fire,100,,TRUE,2013-09-08T11:53:00Z,Finalized,,,,,d332a628-6290-4e91-b8d0-4dc663b80c38,2013-09-24T20:15:00Z,
125,FALSE,,2013,TRUE,/incidents/2013/5/1/yellow-fire/,Sonoma,9,5,17,2013-05-03T06:15:00Z,,FALSE,TRUE,,5,,38.638828,-122.655616,TRUE,Yellow Fire,100,249,TRUE,2013-05-01T02:01:00Z,Finalized,,,,,64e4f81e-d872-44c4-ba8d-111fa77124ba,2013-05-03T06:15:00Z,5
124,FALSE,,2013,TRUE,/incidents/2013/6/18/california-fire/,Solano,,,,2013-06-18T22:30:00Z,,FALSE,TRUE,,,,38.08744,-122.13802,FALSE,California Fire,100,,TRUE,2013-06-18T15:18:00Z,Finalized,,,,,2b403f03-fe84-450a-90b7-befb8acc7e70,2013-06-18T22:30:00Z,
