AcresBurned,Active,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,Counties,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
40,FALSE,,2017,TRUE,/incidents/2017/7/17/murphy-fire/,Lake,,,,2018-01-09T11:59:00Z,,FALSE,TRUE,,,,38.86056,-122.62382,FALSE,Murphy Fire,100,,TRUE,2017-07-17T14:44:00Z,Finalized,,,,,1ba1f29a-5281-4f53-857d-106ae5e7db84,2018-01-09T11:59:00Z,
40,FALSE,,2017,FALSE,/incidents/2017/7/16/reservation-fire/,Monterey,,,,2018-01-09T11:56:00Z,,FALSE,TRUE,,,,36.66684,-121.74826,FALSE,Reservation Fire,100,,TRUE,2017-07-16T11:17:00Z,Finalized,,,,,13dedbc3-8b85-4f64-b3db-89ed81ed4f1d,2018-01-09T11:56:00Z,
39,FALSE,,2017,TRUE,/incidents/2017/9/19/table-fire/,Tuolumne,,,,2018-03-26T10:49:00Z,,FALSE,TRUE,,,,37.896778,-120.504134,FALSE,Table Fire,100,,TRUE,2017-09-19T00:22:00Z,Finalized,,,,,38c666cb-6545-428f-985d-a2589dfb3700,2018-03-26T10:49:00Z,
39,FALSE,,2017,TRUE,/incidents/2017/7/24/spenceville-fire/,Yuba,,,,2018-01-09T12:05:00Z,,FALSE,TRUE,,,,39.06522,-121.3519,TRUE,Spenceville Fire,100,,TRUE,2017-07-24T14:56:00Z,Finalized,,5,,,ebcee501-5709-4382-8eab-d8595ba6606d,2018-01-09T12:05:00Z,
39,FALSE,,2017,FALSE,/incidents/2017/6/22/toll-fire/,Solano,,,,2018-01-09T11:01:00Z,,FALSE,TRUE,,,,38.07481,-122.23004,FALSE,Toll Fire,100,,TRUE,2017-06-22T13:08:00Z,Finalized,,,,,949e577d-86c2-4def-b25a-c24aa014f4d9,2018-01-09T11:01:00Z,
38,FALSE,,2017,TRUE,/incidents/2017/6/27/pine-fire/,Marin,,,,2018-01-09T11:09:00Z,,FALSE,TRUE,,,,37.9775,-122.65749,FALSE,Pine Fire,100,,TRUE,2017-06-27T10:39:00Z,Finalized,,,,,243567d6-2692-4978-88f5-1bbfc7b818a6,2018-01-09T11:09:00Z,
38,FALSE,,2017,TRUE,/incidents/2017/6/11/red-fire/,Tuolumne,,,,2018-01-09T10:31:00Z,,FALSE,TRUE,,,,37.85137,-120.45268,FALSE,Red Fire,100,,TRUE,2017-06-11T18:49:00Z,Finalized,,,,,5d521085-d92f-4664-b17b-732783658daa,2018-01-09T10:31:00Z,
37,FALSE,,2017,FALSE,/incidents/2017/10/31/bridge-fire/,Shasta,,,,2018-01-09T13:46:00Z,,FALSE,TRUE,,,,40.774,-122.309,FALSE, Bridge Fire,100,,TRUE,2017-10-31T11:22:00Z,Finalized,,,,,2ca11d45-8139-4c16-8af0-880d99b21e82,2018-01-09T13:46:00Z,
36,FALSE,,2017,TRUE,/incidents/2017/7/7/banderilla-fire/,Mariposa,,,,2018-01-09T11:48:00Z,,FALSE,TRUE,,,,37.65963,-120.34802,FALSE,Banderilla Fire,100,,TRUE,2017-07-07T15:50:00Z,Finalized,,,,,932a3f2f-6c0e-42a6-b357-f333774b4ea8,2018-01-09T11:48:00Z,
36,FALSE,,2017,TRUE,/incidents/2017/6/25/black-fire/,San Diego,,,,2018-01-09T11:07:00Z,,FALSE,TRUE,,,,33.1683,-116.77342,FALSE,Black Fire,100,,TRUE,2017-06-25T12:09:00Z,Finalized,,,,,49a9074c-c30b-4042-9ffd-1a10f9d9bf1d,2018-01-09T11:07:00Z,
35,FALSE,,2017,TRUE,/incidents/2017/9/29/melba-fire/,Riverside,,,,2018-01-09T13:28:00Z,,FALSE,TRUE,,,,33.74925,-117.10301,FALSE,Melba Fire,100,,TRUE,2017-09-29T18:01:00Z,Finalized,,,,,58533f37-ed81-4ac4-89e9-b4088684d9e7,2018-01-09T13:28:00Z,
35,FALSE,,2017,TRUE,/incidents/2017/7/12/spaletta-fire/,Marin,,,,2018-01-09T11:54:00Z,,FALSE,TRUE,,,,38.08055,-122.77846,FALSE,Spaletta Fire,100,,TRUE,2017-07-12T16:15:00Z,Finalized,,,,,bf2e0a34-e600-4e21-9135-168e28c2893d,2018-01-09T11:54:00Z,
35,FALSE,,2017,TRUE,/incidents/2017/7/4/jurupa-fire/,Riverside,,,,2018-01-09T11:43:00Z,,FALSE,TRUE,,,,33.99316,-117.48405,FALSE,Jurupa Fire,100,,TRUE,2017-07-04T15:20:00Z,Finalized,,,,,252345dd-886b-4bd2-90b9-161727a2fc2d,2018-01-09T11:43:00Z,
35,FALSE,,2017,TRUE,/incidents/2017/6/27/latrobe-fire/,Sacramento,,,,2018-01-09T11:09:00Z,,FALSE,TRUE,,,,38.45822,-120.92162,FALSE,Latrobe Fire,100,,TRUE,2017-06-27T07:39:00Z,Finalized,,,,,4f0ff7c1-7c96-4f68-87e8-be4466945c2b,2018-01-09T11:09:00Z,
35,FALSE,,2017,TRUE,/incidents/2017/6/9/breckenridge-fire/,Kern,,,,2018-01-09T10:29:00Z,,FALSE,TRUE,,,,35.37351,-118.84134,FALSE,Breckenridge Fire,100,,TRUE,2017-06-09T04:53:00Z,Finalized,,,,,b11adfe0-b74d-4321-b1bd-3fc0b8f0929b,2018-01-09T10:29:00Z,
35,FALSE,,2017,TRUE,/incidents/2017/5/21/smiley-fire/,Riverside,,,,2018-01-09T10:07:00Z,,FALSE,TRUE,,,,33.96419,-117.20507,FALSE,Smiley Fire,100,,TRUE,2017-05-21T16:12:00Z,Finalized,,,,,54ddf2ef-28b0-4c34-bfe0-1d084f4f57e2,2018-01-09T10:07:00Z,
34,FALSE,,2017,TRUE,/incidents/2017/12/5/meyers-fire/,San Bernardino,,,,2018-01-09T13:47:00Z,,FALSE,TRUE,,,,34.21829,-117.40625,FALSE,Meyers Fire,100,,TRUE,2017-12-05T13:28:00Z,Finalized,,,,,c5783ba0-227e-4ff6-9d7d-61532ccd469b,2018-01-09T13:47:00Z,
34,FALSE,,2017,TRUE,/incidents/2017/9/10/ellie-fire/,Riverside,,,,2018-01-09T13:19:00Z,,FALSE,TRUE,,,,33.73547,-117.33364,FALSE,Ellie Fire,100,,TRUE,2017-09-10T13:49:00Z,Finalized,,,,,99a7ed51-e64a-4aa9-b8ba-6a9ae4752db0,2019-07-01T13:07:31.433Z,
34,FALSE,,2017,TRUE,/incidents/2017/8/31/miller-fire/,Humboldt,,,,2018-01-09T12:49:00Z,,FALSE,TRUE,,,,40.03697,-123.64214,FALSE,Miller Fire,100,,TRUE,2017-08-31T13:57:00Z,Finalized,,,,,62a6c794-97db-4b57-9033-958bcf2e5a99,2018-01-09T12:49:00Z,
34,FALSE,,2017,TRUE,/incidents/2017/7/4/valley-fire/,San Benito,,,,2018-01-09T11:42:00Z,,FALSE,TRUE,,,,36.85596,-121.30983,FALSE,Valley Fire,100,,TRUE,2017-07-04T13:21:00Z,Finalized,,,,,9668cfe5-b636-4147-bce1-da8e8b3fb5c2,2018-01-09T11:42:00Z,
33,FALSE,,2017,TRUE,/incidents/2017/7/7/christmas-fire/,Riverside,,,,2018-01-09T11:46:00Z,,FALSE,TRUE,,,,33.763304,-117.314994,FALSE,Christmas Fire,100,,TRUE,2017-07-07T12:56:00Z,Finalized,,,,,bc89aab5-5f30-46a2-9881-6dbae22893b6,2018-01-09T11:46:00Z,
33,FALSE,,2017,TRUE,/incidents/2017/6/13/valley-fire/,Riverside,,,,2018-01-09T10:32:00Z,,FALSE,TRUE,,,,33.584036,-116.972036,FALSE,Valley Fire,100,,TRUE,2017-06-13T12:00:00Z,Finalized,,,,,67ba6e61-b5ca-48f4-8e56-9cedeaeb65ea,2018-01-09T10:32:00Z,
33,FALSE,,2017,TRUE,/incidents/2017/6/4/creek-fire/,Kern,,,,2018-01-09T10:24:00Z,,FALSE,TRUE,,,,35.60633,-118.4642,FALSE,Creek Fire ,100,,TRUE,2017-06-04T22:11:00Z,Finalized,,,,,46c4f0c2-6760-4e42-ac2f-ec25c2486628,2018-01-09T10:24:00Z,
32,FALSE,,2017,FALSE,/incidents/2017/8/2/sandy-fire/,Trinity,,,,2018-01-09T12:16:00Z,,FALSE,TRUE,,,,40.804,-123.375,FALSE,Sandy Fire,100,,TRUE,2017-08-02T11:13:00Z,Finalized,,,,,5ef75bbf-adba-424a-bef3-a5efed5b5e2c,2018-01-09T12:16:00Z,
32,FALSE,,2017,FALSE,/incidents/2017/8/2/sandy-fire/,Trinity,,,,2018-01-09T12:17:00Z,,FALSE,TRUE,,,,40.79902,-123.39253,FALSE,Sandy Fire,100,,TRUE,2017-08-02T08:30:00Z,Finalized,,,,,5367822f-b489-4da5-b90e-c5b2c8abf318,2018-01-09T12:17:00Z,
32,FALSE,,2017,TRUE,/incidents/2017/7/13/washington-fire/,Riverside,,,,2018-01-09T11:54:00Z,,FALSE,TRUE,,,,33.62613,-117.07975,FALSE,Washington Fire,100,,TRUE,2017-07-13T10:28:00Z,Finalized,,,,,bfa2d3e8-2ede-423f-b7db-f8e6f44a3c82,2018-01-09T11:54:00Z,
32,FALSE,,2017,TRUE,/incidents/2017/6/16/shore-fire/,Monterey,,,,2018-01-09T10:34:00Z,,FALSE,TRUE,,,,35.90092,-120.93371,TRUE,Shore Fire,100,,TRUE,2017-06-16T15:49:00Z,Finalized,,,,,7cae5704-9ba2-487c-a48b-bb440c95da6e,2018-01-09T10:34:00Z,
32,FALSE,,2017,TRUE,/incidents/2017/6/11/pleyto-fire/,Monterey,,,,2018-01-09T10:30:00Z,,FALSE,TRUE,,,,35.902149,-120.983684,FALSE,Pleyto Fire,100,,TRUE,2017-06-11T18:12:00Z,Finalized,,,,,f32d4562-5032-4645-ac8f-afb3fab4c704,2018-01-09T10:30:00Z,
31,FALSE,,2017,TRUE,/incidents/2017/10/15/york-fire/,Monterey,,,,2018-01-09T13:40:00Z,,FALSE,TRUE,,,,36.5858,-121.80377,FALSE,York Fire,100,,TRUE,2017-10-15T14:55:00Z,Finalized,,,,,c58da6fd-a2e2-4706-9a2e-ee03884c714d,2018-01-09T13:40:00Z,
31,FALSE,,2017,TRUE,/incidents/2017/8/23/juniper-fire/,Fresno,,,,2018-01-09T12:44:00Z,,FALSE,TRUE,,,,36.099681,-120.443545,FALSE,Juniper Fire,100,,TRUE,2017-08-23T13:28:00Z,Finalized,,,,,83d87ff0-be6c-46fa-ab96-b9845d5d4edc,2018-01-09T12:44:00Z,
31,FALSE,,2017,TRUE,/incidents/2017/5/12/hub-fire/,Kern,,,,2018-01-09T09:55:00Z,,FALSE,TRUE,,,,35.60001,-118.4683,FALSE,Hub Fire,100,,TRUE,2017-05-12T05:05:00Z,Finalized,,,,,5115a26e-e8e8-42cd-9aeb-f5c41efd770a,2018-01-09T09:55:00Z,
30,FALSE,,2017,FALSE,/incidents/2017/8/31/castaic-fire/,Los Angeles,,,,2018-03-22T16:34:00Z,,FALSE,TRUE,,,,34.52055,-118.62882,FALSE,Castaic Fire,100,,TRUE,2017-08-31T16:32:00Z,Finalized,,,,,1e9d7aca-8862-4dff-a8af-5f687afdfda0,2018-03-22T16:34:00Z,
30,FALSE,,2017,TRUE,/incidents/2017/8/3/blocksburg-fire/,Humboldt,,,,2018-01-09T12:18:00Z,,FALSE,TRUE,,,,40.27582,-123.64281,FALSE,Blocksburg Fire,100,,TRUE,2017-08-03T16:41:00Z,Finalized,,,,,e1582691-805c-4627-b20b-e5e8ba110f20,2018-01-09T12:18:00Z,
30,FALSE,,2017,TRUE,/incidents/2017/7/3/timber-fire/,Riverside,,,,2018-01-09T11:42:00Z,,FALSE,TRUE,,,,33.96896,-117.25411,FALSE,Timber Fire,100,,TRUE,2017-07-03T19:31:00Z,Finalized,,,,,b51d7a8d-f768-453e-abb4-665b74998b21,2018-01-09T11:42:00Z,
29,FALSE,,2017,FALSE,/incidents/2017/10/10/ice-fire/,El Dorado,,,,2018-01-09T13:35:00Z,,FALSE,TRUE,,,,38.77921,-120.46234,FALSE,Ice Fire,100,,TRUE,2017-10-10T15:36:00Z,Finalized,,,,,0e9f14ae-01d5-4fbe-85a0-d0967233dc90,2018-01-09T13:35:00Z,
29,FALSE,,2017,TRUE,/incidents/2017/7/8/benson-fire/,Tehama,,,,2018-01-09T11:51:00Z,,FALSE,TRUE,,,,40.29118,-122.42606,FALSE,Benson Fire,100,,TRUE,2017-07-08T18:58:00Z,Finalized,,,,,de1788c0-2996-40cf-9f76-2920b210d6a9,2018-01-09T11:51:00Z,
28,FALSE,,2017,TRUE,/incidents/2017/9/25/32-fire/,Butte,,,,2018-01-09T13:24:00Z,,FALSE,TRUE,,,,39.8255,-121.7127,FALSE,32 Fire,100,,TRUE,2017-09-25T11:03:00Z,Finalized,,,,,cf38fe5e-29ca-498d-bc9c-d3f2fd8ff883,2018-01-09T13:24:00Z,
28,FALSE,,2017,TRUE,/incidents/2017/8/30/4-4-fire/,Modoc,,,,2018-01-09T12:48:00Z,,FALSE,TRUE,,,,41.4844,-120.36659,FALSE,4-4 Fire,100,,TRUE,2017-08-30T11:38:00Z,Finalized,,,,,5e01dba8-3d59-41a6-ba60-d78d874eba42,2018-01-09T12:48:00Z,
28,FALSE,,2017,TRUE,/incidents/2017/6/26/shore-fire/,Del Norte,,,,2018-01-09T11:08:00Z,,FALSE,TRUE,,,,41.93323,-124.19629,FALSE,Shore Fire,100,,TRUE,2017-06-26T21:30:00Z,Finalized,,,,,2c00a509-af87-418f-b888-edc8ec450f1f,2018-01-09T11:08:00Z,
28,FALSE,,2017,TRUE,/incidents/2017/6/15/nuevo-fire/,Riverside,,,,2018-01-09T10:33:00Z,,FALSE,TRUE,,,,33.79925,-117.11659,FALSE,Nuevo Fire,100,,TRUE,2017-06-15T15:51:00Z,Finalized,,,,,57b7776f-bae7-4b14-b94c-65806e002a88,2018-01-09T10:33:00Z,
27,FALSE,,2017,TRUE,/incidents/2017/8/30/4-10-fire/,Modoc,,,,2018-01-09T12:48:00Z,,FALSE,TRUE,,,,41.64469,-120.31814,TRUE,4-10 Fire,100,,TRUE,2017-08-30T14:50:00Z,Finalized,,,,,182f71e9-0f85-4cb0-8711-ee14c0b6b8f8,2018-01-09T12:48:00Z,
27,FALSE,,2017,TRUE,/incidents/2017/6/3/vernon-fire/,Riverside,,,,2018-01-09T10:24:00Z,,FALSE,TRUE,,,,33.82165,-116.96079,FALSE,Vernon Fire,100,,TRUE,2017-06-03T12:09:00Z,Finalized,,,,,b0ffe2e4-ae61-4ad9-b1cc-bf31ff254d8d,2018-01-09T10:24:00Z,
26,FALSE,,2017,TRUE,/incidents/2017/9/26/jasper-fire/,Yuba,,,,2018-01-09T13:25:00Z,,FALSE,TRUE,,,,39.03168,-121.40947,FALSE,Jasper Fire,100,,TRUE,2017-09-26T15:20:00Z,Finalized,,,,,ab42234a-7930-4636-8af5-3fc11ca8b34d,2018-01-09T13:25:00Z,
26,FALSE,,2017,TRUE,/incidents/2017/6/18/trellis-fire/,Riverside,,,,2018-01-09T10:59:00Z,,FALSE,TRUE,,,,33.71025,-117.31924,FALSE,Trellis Fire,100,,TRUE,2017-06-18T16:03:00Z,Finalized,,,,,bfa879b5-b526-4114-9137-51d3ea3ad336,2018-01-09T10:59:00Z,
26,FALSE,,2017,TRUE,/incidents/2017/6/1/fairview-fire/,Riverside,,,,2018-01-09T10:23:00Z,,FALSE,TRUE,,,,33.94788,-116.59719,FALSE,Fairview Fire,100,,TRUE,2017-06-01T16:12:00Z,Finalized,,,,,663d291c-7ba8-415d-9cab-58d41a886cfd,2018-01-09T10:23:00Z,
25,FALSE,,2017,TRUE,/incidents/2017/10/15/wilson-fire/,San Diego,,,,2018-01-09T13:40:00Z,,FALSE,TRUE,,,,33.18716,-116.50897,FALSE,Wilson Fire,100,,TRUE,2017-10-15T14:05:00Z,Finalized,,,,,d720af5d-af7c-4052-92b3-fced863cb675,2018-01-09T13:40:00Z,
25,FALSE,,2017,TRUE,/incidents/2017/9/23/cove-fire/,San Luis Obispo,,,,2018-01-09T13:23:00Z,,FALSE,TRUE,,,,35.76343,-121.04445,FALSE,Cove Fire,100,,TRUE,2017-09-23T15:40:00Z,Finalized,,,,,92fc9725-ac49-4632-8bbf-e299483940b8,2018-01-09T13:23:00Z,
25,FALSE,,2017,TRUE,/incidents/2017/9/7/border-9-fire/,San Diego,,,,2018-01-09T13:19:00Z,,FALSE,TRUE,,,,32.59252,-116.61609,FALSE,Border 9 Fire,100,,TRUE,2017-09-07T15:41:00Z,Finalized,,,,,d0b51e42-5558-47c9-8617-34f6f977ab79,2018-01-09T13:19:00Z,
25,FALSE,,2017,TRUE,/incidents/2017/9/1/hopper-fire/,Shasta,,,,2018-01-09T12:49:00Z,,FALSE,TRUE,,,,40.71923,-122.02525,FALSE,Hopper Fire,100,,TRUE,2017-09-01T11:21:00Z,Finalized,,,,,406e30d2-2ac0-4c0b-998c-761adde20177,2018-01-09T12:49:00Z,
25,FALSE,,2017,TRUE,/incidents/2017/6/27/sloane-fire/,San Diego,,,,2018-01-09T11:09:00Z,,FALSE,TRUE,,,,32.7789,-116.8516,FALSE,Sloane Fire,100,,TRUE,2017-06-27T09:38:00Z,Finalized,,,,,7696644d-0908-4149-8d6e-aa50c1233d67,2018-01-09T11:09:00Z,
25,FALSE,,2017,TRUE,/incidents/2017/6/18/road-fire/,Madera,,,,2018-01-09T10:35:00Z,,FALSE,TRUE,,,,37.02081,-119.95136,FALSE,Road Fire,100,,TRUE,2017-06-18T14:04:00Z,Finalized,,,,,b3695ebc-e761-4577-8439-6330bed36594,2018-01-09T10:35:00Z,
25,FALSE,,2017,TRUE,/incidents/2017/6/3/5-fire/,Los Angeles,,,,2018-01-09T10:24:00Z,,FALSE,TRUE,,,,34.29931,-118.37539,FALSE,5 Fire,100,,TRUE,2017-06-03T15:39:00Z,Finalized,,,,,14e249f0-f21c-4d2f-bc5f-68d5d177e849,2018-01-09T10:24:00Z,
25,FALSE,,2017,TRUE,/incidents/2017/5/24/ribbonwood-fire/,San Diego,,,,2018-01-09T10:10:00Z,,FALSE,TRUE,,,,32.679,-116.29296,FALSE,Ribbonwood Fire,100,,TRUE,2017-05-24T15:30:00Z,Finalized,,,,,9b9bf8b4-8378-46e5-a760-67e89e2279e2,2018-01-09T10:10:00Z,
23,FALSE,,2017,TRUE,/incidents/2017/10/10/portola-fire/,Riverside,,,,2018-01-09T13:32:00Z,,FALSE,TRUE,,,,33.50488,-117.02132,FALSE,Portola Fire,100,,TRUE,2017-10-10T14:57:00Z,Finalized,,,,,61e9a1f4-a263-47a0-93ee-64b52ebd92a9,2018-01-09T13:32:00Z,
22,FALSE,,2017,FALSE,/incidents/2017/9/26/edwards-fire/,Alameda,,,,2018-01-09T13:25:00Z,,FALSE,TRUE,,,,37.77982,-122.169,FALSE,Edwards Fire,100,,TRUE,2017-09-26T12:22:00Z,Finalized,,,,,c4f61042-d1ef-4d00-956d-785368ee34ca,2018-01-09T13:25:00Z,
22,FALSE,,2017,TRUE,/incidents/2017/7/5/gold-fire/,Calaveras,,,,2018-01-09T11:44:00Z,,FALSE,TRUE,,,,38.20176,-120.67848,FALSE,Gold Fire,100,,TRUE,2017-07-05T16:56:00Z,Finalized,,,,,7d77d3d1-40b5-40ab-8a53-2550f2001094,2018-01-09T11:44:00Z,
22,FALSE,,2017,TRUE,/incidents/2017/6/13/refuge-fire/,Napa,4,2,6,2018-01-09T10:31:00Z,,FALSE,TRUE,,,,38.68347,-122.2654,TRUE,Refuge Fire,100,80,TRUE,2017-06-13T10:18:00Z,Finalized,,,,,7d9de7fd-f95d-4edb-bda6-804b734eedc8,2018-01-09T10:31:00Z,
21,FALSE,,2017,TRUE,/incidents/2017/10/20/soda-fire/,San Luis Obispo,,,,2018-01-09T13:42:00Z,,FALSE,TRUE,,,,35.41112,-120.00353,FALSE,Soda Fire,100,,TRUE,2017-10-20T12:13:00Z,Finalized,,,,,494792db-3107-4323-b176-fde4c58cd647,2018-01-09T13:42:00Z,
21,FALSE,,2017,TRUE,/incidents/2017/9/5/mule-fire/,Lake,,,,2018-01-09T13:19:00Z,,FALSE,TRUE,,,,39.01748,-122.49327,FALSE,Mule Fire,100,,TRUE,2017-09-05T14:55:00Z,Finalized,,,,,180ea977-b5c2-483d-b9f4-c2f8b8b05ebe,2018-01-09T13:19:00Z,
21,FALSE,,2017,TRUE,/incidents/2017/7/5/globe-fire/,Tulare,,,,2018-01-09T11:44:00Z,,FALSE,TRUE,,,,36.10858,-118.81979,FALSE,Globe Fire,100,,TRUE,2017-07-05T08:24:00Z,Finalized,,,,,0a664214-c090-4889-8439-06836f89d830,2018-01-09T11:44:00Z,
21,FALSE,,2017,TRUE,/incidents/2017/6/22/highway-fire/,Butte,,,,2018-01-09T11:00:00Z,,FALSE,TRUE,,,,39.364,-121.4143,FALSE,Highway Fire,100,,TRUE,2017-06-22T09:49:00Z,Finalized,,,,,981484d0-711c-4a7b-9adc-23c9b29f9fae,2018-01-09T11:00:00Z,
21,FALSE,,2017,TRUE,/incidents/2017/6/13/platina-fire/,Shasta,,,,2018-01-09T10:32:00Z,,FALSE,TRUE,,,,0,0,FALSE,Platina Fire,100,,TRUE,2017-06-13T12:47:00Z,Finalized,,,,,2d09e106-116c-4a9f-a3de-dae03df6de6a,2018-01-09T10:32:00Z,
21,FALSE,,2017,TRUE,/incidents/2017/5/22/bitterwater-fire/,San Benito,,,,2018-01-09T10:07:00Z,,FALSE,TRUE,,,,36.35578,-120.99552,FALSE,Bitterwater Fire,100,,TRUE,2017-05-22T04:50:00Z,Finalized,,,,,f5ef2d0f-66a7-4d75-a9e8-03c42524d723,2018-01-09T10:07:00Z,
20,FALSE,,2017,TRUE,/incidents/2017/10/8/blue-fire/,Humboldt,,,,2018-01-09T13:30:00Z,,FALSE,TRUE,,,,40.88516,-123.96844,TRUE,Blue Fire,100,,TRUE,2017-10-08T16:40:00Z,Finalized,,,,,e2c1718a-40e5-4139-a379-011c77f021bd,2018-01-09T13:30:00Z,
20,FALSE,,2017,TRUE,/incidents/2017/10/7/fort-fire/,Sonoma,,,,2018-01-09T13:30:00Z,,FALSE,TRUE,,,,38.51937,-123.24713,FALSE,Fort Fire,100,,TRUE,2017-10-07T20:00:00Z,Finalized,,,,,fc87e089-36dc-4314-8321-7d91e7eead21,2018-01-09T13:30:00Z,
20,FALSE,,2017,TRUE,/incidents/2017/10/3/36-fire/,Tehama,,,,2018-01-09T13:29:00Z,,FALSE,TRUE,,,,40.20077,-122.24731,FALSE,36 Fire,100,,TRUE,2017-10-03T16:22:00Z,Finalized,,,,,bc12dbf6-db36-4dcf-86d6-84d3beb14cad,2018-01-09T13:29:00Z,
20,FALSE,,2017,TRUE,/incidents/2017/8/1/falls-fire/,Tuolumne,,,,2018-01-09T12:16:00Z,,FALSE,TRUE,,,,37.65986,-120.31157,FALSE,Falls Fire,100,,TRUE,2017-08-01T16:33:00Z,Finalized,,,,,09f55a45-f261-492f-b496-8744d878ef57,2018-01-09T12:16:00Z,
20,FALSE,,2017,FALSE,/incidents/2017/7/22/seine-fire/,San Bernardino,,,,2018-01-09T12:03:00Z,,FALSE,TRUE,,,,34.139,-117.199,FALSE,Seine Fire,100,,TRUE,2017-07-22T15:49:00Z,Finalized,,,,,a441e39a-1be1-4be5-8c07-b32bc6f07df0,2018-01-09T12:03:00Z,
20,FALSE,,2017,TRUE,/incidents/2017/7/17/range-fire/,Mendocino,,,,2018-01-09T11:58:00Z,,FALSE,TRUE,,,,39.13207,-123.10227,TRUE,Range Fire,100,,TRUE,2017-07-17T12:37:00Z,Finalized,,,,,7f742021-ea49-4de5-89a2-f5b9d05d6bbb,2018-01-09T11:58:00Z,
20,FALSE,,2017,TRUE,/incidents/2017/6/13/reed-fire/,Riverside,,,,2018-01-09T10:32:00Z,,FALSE,TRUE,,,,33.52584,-116.85226,FALSE,Reed Fire,100,,TRUE,2017-06-13T17:21:00Z,Finalized,,,,,338af3e2-098b-4d1b-8f98-6020b212b68f,2018-01-09T10:32:00Z,
20,FALSE,,2017,TRUE,/incidents/2017/6/5/fish-fire/,Contra Costa,,,,2018-01-09T10:26:00Z,,FALSE,TRUE,,,,37.86549,-122.2102,FALSE,Fish Fire,100,,TRUE,2017-06-05T13:17:00Z,Finalized,,,,,304c7c4c-140e-40f4-ac9f-36926c07e5fc,2018-01-09T10:26:00Z,
20,FALSE,,2017,TRUE,/incidents/2017/5/18/city-fire/,Kings,,,,2018-01-09T10:04:00Z,,FALSE,TRUE,,,,35.983,-119.91508,FALSE,City Fire,100,,TRUE,2017-05-18T12:54:00Z,Finalized,,,,,3fce8146-ff21-4399-9a94-f37124b34331,2018-01-09T10:04:00Z,
20,FALSE,,2017,TRUE,/incidents/2017/5/14/nacimiento-fire/,Monterey,,,,2018-01-09T09:56:00Z,,FALSE,TRUE,,,,35.77082,-120.92482,FALSE,Nacimiento Fire,100,,TRUE,2017-05-14T12:00:00Z,Finalized,,,,,1423af4f-16d5-4f19-a01d-fc3ebc124201,2018-01-09T09:56:00Z,
19,FALSE,,2017,TRUE,/incidents/2017/12/13/longhorn-fire/,Riverside,,,,2018-01-09T13:49:00Z,,FALSE,TRUE,,,,33.88994,-116.91023,FALSE,Longhorn Fire,100,,TRUE,2017-12-13T15:27:00Z,Finalized,,,,,d3f8db86-9947-4a4e-9113-0d7e4806417f,2018-01-09T13:49:00Z,
19,FALSE,,2017,TRUE,/incidents/2017/10/10/garden-fire/,Nevada,,,,2018-01-09T13:33:00Z,,FALSE,TRUE,,,,39.06414,-121.13737,FALSE,Garden Fire,100,,TRUE,2017-10-10T12:30:00Z,Finalized,,,,,11392e98-1571-4405-8f9c-d347caca28ce,2018-01-09T13:33:00Z,
19,FALSE,,2017,TRUE,/incidents/2017/8/13/nuevo-fire/,Riverside,,,,2018-01-09T12:38:00Z,,FALSE,TRUE,,,,33.797216,-117.124538,FALSE,Nuevo Fire,100,,TRUE,2017-08-13T13:34:00Z,Finalized,,,,,bae69034-3bf6-48c3-a642-d0242cf090f9,2018-01-09T12:38:00Z,
19,FALSE,,2017,FALSE,/incidents/2017/8/1/sway-fire/,Humboldt,,,,2018-01-09T12:16:00Z,,FALSE,TRUE,,,,40.39799,-123.57562,FALSE,Sway Fire,100,,TRUE,2017-08-01T10:23:00Z,Finalized,,,,,82689e99-9158-4403-b8c5-bababc3c81f6,2018-01-09T12:16:00Z,
19,FALSE,,2017,TRUE,/incidents/2017/7/18/willms-fire/,Stanislaus,,,,2018-01-09T12:01:00Z,,FALSE,TRUE,,,,37.81827,-120.65764,FALSE,Willms Fire,100,,TRUE,2017-07-18T22:39:00Z,Finalized,,,,,1eef0c21-122b-4522-80d1-edf08c82c777,2018-01-09T12:01:00Z,
19,FALSE,,2017,TRUE,/incidents/2017/6/26/king-fire/,Siskiyou,,,,2018-01-09T11:08:00Z,,FALSE,TRUE,,,,40.703775,-122.645079,TRUE,King Fire,100,,TRUE,2017-06-26T12:30:00Z,Finalized,,,,,91d07ea9-cf5f-489c-aa4f-97fa6c0fb8a4,2018-01-09T11:08:00Z,
19,FALSE,,2017,TRUE,/incidents/2017/5/1/fay-fire/,Kern,,,,2018-01-09T09:54:00Z,,FALSE,TRUE,,,,35.71704,-118.30601,FALSE,Fay Fire,100,,TRUE,2017-05-01T12:44:00Z,Finalized,,,,,f5237d47-f15b-4f4b-8b1c-6f11235f954d,2018-01-09T09:54:00Z,
